to;from;sim;source
— Ну, ну! — насмешливо урчит Сергей, — заплясал!;— Нэ, нэ! — сабнаса ракирла Серга, — Закхэлдян!;0.8674209117889404;ploty
Вот отец-то гаркнет тебе опять...;Окэ о дад ґаздэла кошыбэ...;0.7172514200210571;ploty
А то пойдет да всадит тебе в бок-то раза, тогда не так запляшешь!;А то поджяла тэ змэкэла тукэ пиро пашварэ, отэнчя на адякэ закхэлэса!;0.876005232334137;ploty
Бери право!;Лэ право!;0.8438552021980286;ploty
Ой-ну!;Нэ — нэ!;0.8470083475112915;ploty
О-о!..;О — о!..;0.9935466051101685;ploty
И упругими, как стальные пружины, руками Сергей мощно ворочает свое весло, глубоко разрывая им воду...;И зоралэ, сыр саструнэ пружыны, вастэнца Серга муршыткэс рискирла пэскиро весло, ёв хор розчинэла лэса о паны...;0.7821568846702576;ploty
Энергичный, высокий, немного злой и насмешливый, он стоит так, точно прирос к бревнам босыми ногами, и в напряженной позе, готовый каждую секунду поворотить плоты, зорко смотрит вперед.;Энэргично, учё, набут холямэ, ёв тэрдо адякэ, сыр прибария ко брэвнэ пирангэ ґэрэнца, дрэ стрэгитко поза дыкхэла ангил, скэдыно дрэ кажно мэнта тэ пиририскир плото дрэ строна.;0.6263893246650696;ploty
— Ишь отец-то у тебя, как обнимат Марьку-то!;— Дыкхэс, о дад тыро сыр облэла э Марька!;0.844038724899292;ploty
Ну и дьяволы же!;Нэ и бэнг жэ!;0.8659685850143433;ploty
Ни стыда, ни совести!;Ладжь нанэ!;0.38737958669662476;ploty
И чего ты, Митрий, не уйдешь куда от них, чертей поганых?.. а?;И со ту, Митриё, на уджяса карик лэндыр, ада поганонэ бэнгэндыр?.. а?;0.9490702152252197;ploty
Слышь, что ли?;— Шунэса, со ли?;0.6039540767669678;ploty
— Слышу! — вполголоса говорит Митрий, не глядя туда, где Сергей, сквозь тьму, видит его отца.;— Шунава! дрэ пашглос ракирла Митриё, надыкхи одорик, кай о Серга пирдал калыпэ дыкхэла лэскирэ дадэс.;0.7477778196334839;ploty
— Слышу-у!;— Шунава-а!;0.966233491897583;ploty
Эх ты, тюря! — дразнится Сергей и хохочет.;Эх, ту тюря — сала Серга.;0.6744623184204102;ploty
— Дела! — продолжает он, подзадориваемый апатией Митрия.;— Рэнды! — дурыдыр ракирла ёв, холяса прэ Митриёстэ.;0.8438104391098022;ploty
— Ну и старик — черт!;Нэ и пхуро — бэнг!;0.7970331311225891;ploty
Женил сына, отбил сноху и — прав! Старый галман!;Жэниндя чявэс, отмардя борья и гинэла, со саро шукир, пхуро гамано!;0.6509901285171509;ploty
Митрий молчит и смотрит назад по реке, где тоже образовалась стена густых облаков.;Митриё штыл и дыкхэла палэ пиро рэка, кай адякэ — жэ кэрдяпэ ванта гэнстонэ облакэндыр.;0.7092812061309814;ploty
Теперь облака везде, и кажется, что плоты не плывут, а неподвижно стоят в этой густой и черной воде, подавленной тяжелыми темно-серыми грудами туч, — упав в нее с неба, они заградили ей путь. Река кажется бездонным омутом, со всех сторон окруженным горами, высокими до неба и одетыми густым покровом тумана.;Акана облаки везде, и сыкадёла, со плотэ на джяна, а тэрдэ про екх штэто дрэ адава гэнсто и кало паны, затасадэ пхарэ, темно-серонэ тученца, савэ пынэ болыбнастыр и закэрдэ панескиро дром.;0.707862138748169;ploty
Кругом — томительно тихо, и вода точно ждет чего-то, слабо поплескивая на плоты.;Пашыл дрэван тихэс и паны дужакирла варисо то и и бизорьякиро плескинэ про плотэ.;0.46524667739868164;ploty
Много грусти и какой-то робкий вопрос слышится в этом бедном звуке, единственном среди ночи и еще более оттеняющем ее тишину...;Бут тангипэ и саво то дарано пучибэ шунэлапэ дрэ адава чёроро звуко, саво екх шундло сы машкир адая рат.;0.6417939066886902;ploty
— Ветру бы теперь дунуть... — говорит Сергей.;— Балвал бы акана тэ пхурдэл... — ракирла Серга.;0.8840123414993286;ploty
— Нет, не надо ветру — ветер дождя нагонит, — возражает он сам себе, набивая трубку.;— На, на трэбинэ балвал — э балвал притрадэла о бришынд, — ракирла ёв — кокоро пэскэ, замари дрэ пипка кирки.;0.82358717918396;ploty
Вспыхивает спичка, слышно хрипение в засоренном чубуке, и красный огонек, то разгораясь, то угасая, освещает ныряющее во тьме широкое лицо Сергея.;Захачия ягитко, шунэлапэ хрипо дрэ засоримэ пипкакиро чюбуко и лолы ягори то росхачёлапэ, то мурдёла буґло Сергаскиро муй, то сыкадёла, то хасёла пирдал ягакиро издраныпэ дрэ пипка.;0.8105857372283936;ploty
— Митрий! — раздается его голос.;— Митриё! — роздыяпэ лэскири глос.;0.8247420787811279;ploty
Теперь он менее угрюм, и в нем яснее звучит насмешливая нота.;Лэскиро дёскиро запхандыпэ ачья тыкныдыр, лэскэ камьяпэ тэ салпэ.;0.2838048040866852;ploty
— А? — вполголоса отвечает Митрий, не отводя глаз из дали, где он пристально рассматривает что-то большими и грустными глазами.;— Со? — дрэ пашглос пучела Митриё, нэ кокоро на змэкэла якха дурипнастыр, кай ёв раздыкхэла со-то барэ грустнонэ якхэнца.;0.721690833568573;ploty
— Как же это, брат ты мой, а?;— Сыр жэ адава, пшала ту миро? А?;0.7934137582778931;ploty
— Чего? — отзывается Митрий недовольно.;— Со, — откхарлапэ о Митриё на ками.;0.7679306268692017;ploty
— Женился-то?!;— Лыян ромня?;0.6933043599128723;ploty
Смехи!;Сабэ!;0.7977228164672852;ploty
Как это было-то?;Сыр адава сыс то?;0.8197649717330933;ploty
Ну, пошли вы, значит, с женой спать?;Нэ, гынэ тумэ ромняса тэ совэн?;0.7293663620948792;ploty
Ну, как же?!;Нэ, сыр жэ?;0.7984428405761719;ploty
— Эй, вы, там!;Ха-ха-ха. — Эх, тумэ.;0.5898858904838562;ploty
По-оглядыва-ай! — угрожающе пронеслось над рекой.;Горготынэна одой. Ды-ыкхэнте-э, — Холяса роздыяпэ прэ рэка.;0.558671772480011;ploty
— Ишь ревет, снохач анафемский! — с восхищением отмечает Сергей и снова возвращается к своей теме.;— Дыкхэс, сыр рыч годлэла, снохачё бэнгано, — ракирла Серга и рисёла ко обрискирдо ракирибэ.;0.6959470510482788;ploty
— Ну, скажи, что ли?;— Нэ пхэн, со-ли?;0.8732538819313049;ploty
Мить!;Митя!;0.9507451057434082;ploty
Скажи, чай! а?;Ґалёв, кова, а?;0.6743937134742737;ploty
"— Отстань, Серега! — говорил ведь! — просительно шепчет Митрий; но, должно быть, зная, что от Сергея не отвяжешься, торопливо начинает: — Ну, пришли мы спать.";— Отачь, Серга! — ракирдём жэ. — Мангэла о Митриё нэ джины, со Сергастыр на отачеса, сыгэс ракирла: — Нэ явьям амэ тэ совас…;0.6319181323051453;ploty
Я и говорю ей: «Не могу я мужевать с тобой, Марья.;Мэ и ракирава лакэ: на могискирава мэ туса Марья сыр ром тэ дживав.;0.2630632519721985;ploty
Ты девка здоровая, я человек больной, хилый.;Ту раклы зоралы, мэ — мануш насвало, бизорьякиро.;0.18896305561065674;ploty
И совсем я жениться не желал, а батюшка, мол, силком меня — женись, говорит, да и все!;И тэ жэнинавпэ на камьём, а о дад хамэ зорьяса ман — лэ ромня, — ракирла тэ и саро!;0.6524513959884644;ploty
Я, мол, вашу сестру не люблю, а тебя больше всех.;Мэ, хамэ тумарэ пхэня на камам, а тут бутыдыр сарэндыр.;0.7086482048034668;ploty
Бойка больно...;Дрэван ту бидытко, джиды...;0.44102346897125244;ploty
Да... И ничего я этого не могу... понимаешь... Пакость одна да грех...;Тэ... и ничи мэ адава на могискирава, полэса... мэл екх, тэ грэхо...;0.8827055096626282;ploty
Дети тоже...;О чявэ адякэжэ...;0.4334243834018707;ploty
За них ответ богу дать надо...»;Пал лэндэ пучибэ дэвлэстыр явэла...;0.6095836758613586;ploty
— Пакость! — взвизгивает Сергей и громогласно хохочет.;— Мэл! — визжынэ Серга и шундлэс салапэ.;0.8866331577301025;ploty
— Ну и что ж она, Марька-то? а?;— Нэ и со жэ, ёй Марька? А?;0.9476125240325928;ploty
— Ну...;— Нэ...;0.9819113612174988;ploty
«Что же, говорит, мне делать теперь?»;Сож-ж, ракирла, мангэ акана тэ кэрав?;0.5066555142402649;ploty
Плачет сидит.;Ровэла бэшлы.;0.7084627747535706;ploty
«Чем, говорит, я тебе не по сердцу?;Соса, ракирла мэ тукэ на пиро ило?;0.5837835073471069;ploty
Али, говорит, я уродина какая?»;Али, ракирла мэ страшно сави?;0.6734510064125061;ploty
Бесстыдница она, Серега!..;Биладжяипнаскири ёй, Серга, и холямы...;0.5927502512931824;ploty
«Что же, говорит, мне с моим здоровьем к свекру, что ли, идти?»;А адякэ со-жэ?;-0.1431816816329956;ploty
Я говорю: «Как хошь, мол...;Карик камэс джя…  ;0.20894668996334076;ploty
Куда хошь иди.;Камлыпэ коли сыс!;0.22604987025260925;ploty
Мне, мол, супротив души невозможно поступить...;Мэ, хамэ, пирдал ди на могискирава тэ джяв.;-0.04544645547866821;ploty
Дедушка Иван говорил — смертный грех это дело.;Папу Вано ракирдя — мулытко грэхо адава рэндо.;0.6654573678970337;ploty
Скоты мы с тобой, что ли, мол?»;Балыче амэ туса со-ли, хамэ?;0.7775765061378479;ploty
Плачет все.;Ровэла уса.;0.825238823890686;ploty
«Загубили, говорит, мою девичью красоту».;Хаськирдэ, ракирла, миро раклитко гожыма.;0.41736993193626404;ploty
Жалко ее было мне.;Танго ла мангэ сыс.;0.8248204588890076;ploty
«Ничего, мол, как-нибудь обойдесся.;Ничи, хамэ обджясапэ.;0.4571399986743927;ploty
А то, мол, в монастырь иди».;А ту хамэ, дро монастырё джя.;0.6608744263648987;ploty
Она ругаться: «Дурак ты, говорит, Митька, подлец...»;Ёй тэ кошэлпэ: дылыно ту, ракирла Митька, на мишто мануш...;0.6976515054702759;ploty
— А, б-батюшки! — восхищенным шепотом шипит Сергей.;— А, мрэ дадорэ, — притасадэ глосяса ракирдя Серга.;0.7776889801025391;ploty
— Так ты ей и отколол — в монастырь?;— Адякэ ту лакэ и отпхарадян — дро монастырё?;0.8367494940757751;ploty
— Так и сказал, — просто говорит Митя.;— Адякэ и пхэндём, — ракирла Митя.;0.8884412050247192;ploty
— А она тебя — дураком? — повышает тон Сергей.;— А ёй тут — дылынэса? — ґаздэла глос о Серга.;0.8398045301437378;ploty
— Да... обругала.;— Аи... обкостя.;0.9005714058876038;ploty
— За дело, брат!;— Пало рэндо, пшала.;0.5666711926460266;ploty
Ах-ах и за дело!;А-ах и пало рэндо.;0.688930332660675;ploty
Вздуть бы еще надо! — вдруг меняет тон Сергей.;Тэ вычингирэс бы инкэ трэбинэ! — екхатыр парувэла глос о Серга.;0.8179738521575928;ploty
Теперь он говорит строго и внушительно.;Акана ёв ракирла холямэс и сыр бы сыклякирла.;0.5743489265441895;ploty
— Разве ты можешь супротив закону идти?;— Сож — ту могискирэса про законо тэ джяс?;0.7964028120040894;ploty
А ты — пошел!;А ту гыян?;0.5505139231681824;ploty
Установлено — ну, значит, и шабаш!;Утходо — нэ адякэ и трэбинэ.;0.5636619925498962;ploty
Не моги спорить.;На могискир тэ споринэс.;0.8767193555831909;ploty
А ты накося!;А ту дыкхэс!;0.9528716206550598;ploty
Эко, выворотил корягу!;Окэ сави вырискирды коряга...;0.38040634989738464;ploty
В монастырь!;Дрэ монастыре!;0.8844904899597168;ploty
Дурья голова!;Дылыно шэро!;0.8398129343986511;ploty
Ведь девке-то что надо?;Ведь э раклякэ-то со трэбинэ?;0.8922250866889954;ploty
Али монастырь?;Али монастырё?;0.924858570098877;ploty
Ну и люди нынче!;Нэ и мануша акана!;0.6134476661682129;ploty
Ты подумай — что вышло?;Ту подуминэ — со выгыя?;0.20896370708942413;ploty
Сам ты ни бэ, ни мэ, ни ку-ка-ре-ку, девку погубил... полюбовницей стариковой стала — старика во грех снохаческий ввел.;Кокоро ту ни бэ, ни мэ, ни ку-ка-ре-ку э ракля хаськирдян… Пхурэскирэ камаибнытконаса ачья, — пхурэс дро грэхо баро влыджиян.;0.11407943069934845;ploty
Сколько ты закона нарушил?;Кицы ту грэхи кэрдян?;0.6472483277320862;ploty
Го-олова!;Шэ-эро тыро.;0.32681259512901306;ploty
— Закон-то, Сергей, в душе.;— Законо-то, Серга, дро ди.;0.8467535376548767;ploty
Один закон про всех: не делай такого, что против души твоей, и никакого ты худа на земле не сделаешь, — тихо и умиротворяюще проговорил Митрий, тряхнув головой.;Екх законо ваш сарэнгэ, на кэр адасаво, со против тыро ди, и ни саво ту пфуипэ прэ пхув на кэрэса, — тихэс проракирдя Митриё и встриискирдя шэрэса.;0.8444810509681702;ploty
— А ты вот сделал! — энергично возразил Сергей.;— А ту окэ кэрдян, — ракирдя лэскэ Сэрга.;0.7711968421936035;ploty
— В душе!;— Дро ди.;0.5892677307128906;ploty
Эко, тоже...;Окэ...;0.7487273812294006;ploty
Мало ли что в душе-то есть.;Мало ли со дро ди сы.;0.5627628564834595;ploty
Всему запрета полагать — нельзя.;Сарэскэ запрето тэ тховэс нашты.;0.5748026967048645;ploty
Душа, душа...;Ди, ди...;0.8420609831809998;ploty
Ее, брат, понимать надо, а потом уж и того...;Лэс, пшала, тэ полэс трэбинэ, а отэнчя и кова.;0.6721080541610718;ploty
— Нет, ты это не так, Сергей! — горячо заговорил Митрий, точно вспыхнул вдруг.;— На, ту адава на адякэ, Серга! — хачкирдэс заракирдя Митриё, сыр бы захачия екхатыр.;0.9164574146270752;ploty
— Душа-то, брат, всегда чиста, как росинка.;О ди, пшала, жужо сыр росинка.;0.3887864649295807;ploty
В скорлупке она, вот что!;Дрэ скорлупа ёв, окэ со!;0.7951799035072327;ploty
Глубоко она.;Хор ёв.;0.4488238990306854;ploty
А коли ты к ней прислушаешься, так не ошибешься.;А коли ту кэ ёв пришунэсапэ, так на хохавэсапэ.;0.9053933024406433;ploty
Всегда по-божески будет, коли по душе сделано.;Дэвлыткэс явэла, коли пиро ди кэрдо.;0.476837694644928;ploty
В душе ведь бог-то, и закон, значит, в ней. Богом она создана, богом в человека вдунута.;Дро ди дэвэл и законо дрэ лэстэ Дэвлэса ёв кэрдо, дэвлэса дрэ манушэстэ впхурдыно.;0.6823472380638123;ploty
Нужно только в нее заглянуть уметь.;Трэбинэ окэ дрэ лэстэ тэ джинэс тэ задыкхэс.;0.6382400393486023;ploty
Нужно только не жалеючи себя...;Трэбинэ тэ тангирэс лэс.;0.2130657136440277;ploty
— Эй, вы!;— Эй, тумэ!;0.950729250907898;ploty
Деймоны сонные!;Бэнга сутэ!;0.7402680516242981;ploty
Гляди в оба! — раскатисто загремело и поплыло по реке.;Дыкхэн дрэ сарэ дуй! — роздыяпэ годлыпэ пиро рэка.;0.7538298964500427;ploty
По силе звука чувствовалось, что кричит человек здоровый, энергичный, довольный собой, человек с большой и ясно сознанной им жизнеспособностью.;Пиро годлыпнаскири зор трэбинэ сыс тэ дэс дума, со годлэла дрэван зорало мануш и со ёв джиндя пэскири джиибнытко зор.;0.6059775352478027;ploty
Кричалось не потому, что окрик был вызван сплавщиками, а потому, что душа была полна чем-то радостным и сильным, — это радостное, сильное — просилось на волю, и вот — вырвалось в гремящем, энергичном звуке.;Годлалыяпэ на пало одова, со годлыпэ сыс выкхардо пирдал сплавшшикэндэ, а пало одова, со ди сыс пхэрдо савьяса то радаса и зорьяса — адая рада и зор — мангнэпэ прэ воля, и окэ вырискирдяпэ дрэ адава зорало годлыпэ.;0.7670029401779175;ploty
— Ишь как тявкнул, старый черт! — с удовольствием отметил Сергей, зорко глядя вперед.;— Дыкх, сыр рявкиндя пхуро бэнг, — пхэндя камлыпнаса Серга и стрэгиткэс подыкхья ангил.;0.7195562124252319;ploty
— Милуются, голубки!;— Чямудэнапэ чириклэ.;0.4594005346298218;ploty
Завидно не быват, Митька?;Э холы на лэла тут, Митька?;0.7822773456573486;ploty
Митрий равнодушно посмотрел туда, к передним веслам, где две человеческие фигуры перебегали по плотам справа налево и, останавливаясь близко друг к другу, иногда сливались в одну плотную, темную массу.;Митя спокойнэс подыкхья одорик кэ англатунэ веслы, кай дуй мануша псирдэ пиро плотэ, ёнэ то тэрдёнас пашыл екх екхэстэ, а то счивэнаспэ дро екх плотно калы масса.;0.43677210807800293;ploty
— Не завидно? — повторил Сергей.;— Холы тут на лэла? — пучья Серга.;0.7707508206367493;ploty
— Что мне?;— Со мангэ?;0.9877016544342041;ploty
Их грех — их ответ, — тихо сказал Митя.;Лэнгиро грэхо — лэнгиро и отракирибэ, — пхэндя Митя.;0.702887237071991;ploty
— Та-ак! — иронически протянул Сергей и подложил табаку в трубку.;— Адя-якэ! — протырдыя Серга и потходя дугано дрэ пипка.;0.8485909700393677;ploty
Снова во тьме заблестел красный огонек.;Дрэ калыпэ захачия долы ягори.;0.3967462182044983;ploty
А ночь становилась все гуще, и серые тучи, черные, все ниже спускались над тихой, широкой рекой.;А рат тэрдыя уса гэнстыдыр, и сера тучи, калэ, уса тэлыдыр змэкнэпэ ангил буґлы рэка.;0.7734121680259705;ploty
— Где ж это ты, Митрий, нахватал такой мудрости, а?;— Кай жэ адава ту, Митриё, ухтылдян адасаво лачё годьварипэ? А?;0.8710123300552368;ploty
Али уж у тебя это врожденное?;Али ту бияндыян адасово?;0.8199912309646606;ploty
Не в отца ты, браток.;На дрэ дадэстэ ту, пшалоро.;0.8497821092605591;ploty
Герой у тебя отец-от.;Мурш тутэ о дад.;0.45395317673683167;ploty
Смотри-ко — полсотни годов ему, а он какую кралечку милует!;Подыкх-ка бидуенгиро пандждэша бэрш лэскэ, а ёв савья кралица чямудэла.;0.5225043296813965;ploty
Сок один баба.;Екх соко э гаджи.;0.7000138163566589;ploty
И любит она его — что уж тут!;И камэл ёй лэс — со уж адай!;0.8542918562889099;ploty
Любит, брат.;Камэл, пшала.;0.6846329569816589;ploty
Нельзя не любить козыря такого.;Нашты тэ на камэс козырёс адасавэс.;0.706096351146698;ploty
Король козырей, бардадын отец-от у тебя.;Крали козыренгиро, бардадыно о дад тутэ.;0.7244764566421509;ploty
"Работает — любо глядеть, достаток большой; почета — хошь отбавляй, и голова на месте.";"Бутякирла — камаибэ тэ дыкхэс, барвалыпэ бут; патыв сарэндыр хоть отлэ и о шэро про штэто.";0.7017284631729126;ploty
Н-да.;Окэ.;0.6484145522117615;ploty
А ты вот ни в мать, ни в отца.;А ту дыкхэс ни дрэ датэ, ни дрэ дадэстэ.;0.9176329970359802;ploty
Мить?;Митя?;0.9553645849227905;ploty
А что бы отец-от сделал, кабы покойница Анфиса жива была? Чудно!;А собы б дад кэрлас, коли мулы Анфиса джиды тэ явэл?;0.8423109650611877;ploty
Посмотрел бы я, как она его...;Подыкхавас бы мэ сыр ёй лэс...;0.7671765685081482;ploty
Тоже баба была — бой, матка-то твоя...;Тожэ гаджи сыс — бидытко, э дай тыри...;0.8057371973991394;ploty
Под пару Силану-то.;Тэлэ стать Силаноскэ.;0.7189708948135376;ploty
Митрий молчал, облокотясь на весло и глядя в воду. Сергей тоже замолчал.;Серга адякэ жэ ничи на ракирдя.;0.2284737527370453;ploty
Спереди плотов доносился звонкий женский смех.;Англатунэ плотэндыр долыджияпэ кудунитко джювлитко сабэ.;0.48174411058425903;ploty
Ему вторил басовитый смех мужчины. Затканные мглой, их фигуры были еле видны Сергею, с любопытством смотревшему на них сквозь тьму.;Пало ратякиро калыпэ лэнгирэ фигурэ нашты сыс дрэван тэ роздыкхэс.;0.18834051489830017;ploty
Можно было видеть, что мужчина высок и стоит у весла, широко расставив ноги, вполоборота к кругленькой, маленькой женщине, прислонившейся грудью к другому веслу, саженях в полутора от первого.;Могискирдо сыс тэ роздыкхэс, со гаджё учё и тэрдо пашо вёсло, буґлэс росчеви ґэра, дро паш обрисибэ кэ крэнглинько джювлы, сави припасия колынэса кэ вавир вёсло, надур екх екхэстыр.;0.4132380485534668;ploty
Она грозит мужчине пальцем, рассыпчато и задорно посмеиваясь.;Ёй грозинэ гаджескэ ангуштэса и подсала прэ лэстэ.;0.5148857235908508;ploty
Сергей отвернулся со вздохом сокрушения и, сосредоточенно помолчав, заговорил опять: — Эхма!;Серга отрисия ґондяса и набут промэки заракирдя: О Митриё ничи на ракирдя, змэкьяпэ прэ весло, дыкхи дро паны. Эх ту!;0.3504576086997986;ploty
И ладно же им там.;И шукар жэ лэнгэ одой.;0.8770881295204163;ploty
Мило!;Камло!;0.8582106828689575;ploty
Мне бы вот так-то, бобылю-шатале!;Мангэ бы окэ адякэ!;0.6751542091369629;ploty
Ни в жисть бы от такой бабы не ушел!;Ни палсо бы адасавэ гаджятыр на уджявас.;0.5720461010932922;ploty
Эх ты!;Эх, ту!;0.9256818890571594;ploty
Так бы все и мял ее в руках, не выпускал.;Адякэ бы уса и тасававас ла дро васта, на вымэки.;0.843803882598877;ploty
На́, чувствуй, как люблю...;Окэ! рипир ман, сыр камам...;0.7107394337654114;ploty
Черт те! Не везет вот мне на бабу...;Бэнг тут — на лыджяла окэ мангэ прэ гаджятэ..;0.63676518201828;ploty
Не любят, видно, бабы рыжих-то. Н-да.;На камэн ґалёв о гаджя рыжонэн-то...;0.3848304748535156;ploty
Капризная она — баба эта...;Пхутькирды ёй, гаджи адая...;0.6931816339492798;ploty
А шельма!;А фрэнтарица!;0.8493342399597168;ploty
Жадна жить. Митя!;Жадно тэ дживэл, Митя?;0.4728870391845703;ploty
Эй, спишь?;Эй ту суто?;0.49213263392448425;ploty
— Нет, — тихо ответил Митя.;— На, — тихэс ракирла Митя.;0.9540175199508667;ploty
— То-то! Как же ты, брат, жизнь проходить будешь!;— То-то Сыр жэ ту, пшала, джиибэ тэ проджяс лэса.;0.6367009878158569;ploty
