to;from;sim;source
— У, дьявол, — пробормотал Кузин и пошёл вперёд скорее.;Окэ бэнг, — проракирдя Кузино и гыя сыгыдыр ангил.;0.7231674194335938;zlodei
Около полудён, когда уже было пройдено более половины дороги до города, в поле заиграла метель.;Пашыл пашдывэс, коли ужэ прогыно сыс бутыдыр паш дром, прэ фэлда ґаздыяпэ вьюга.;0.5441809892654419;zlodei
То там, то здесь с бугров срывались лёгкие, прозрачные тучки снега, летели куда-то и белой холодной пылью осыпали лицо.;То одой, то адай э бугрэндыр срискирдалынэ локхэ ивэскирэ тучи, урняндынэ карик-то и парнэ шылалэ прахоса обчидэ муй.;0.708690881729126;zlodei
Порою прямо из-под ног Ивана вздымалась стая снежинок, точно желая помешать парню идти, а ветер толкал его в спину, как бы торопя вперёд.;Пораса Ванюшкаскирэ ґэрэндыр ґаздэласпэ ив, сыр бы ками тэ на мэкэл раклэс тэ джял, а балвал мардя дро думо, традыи лэс ангил.;0.3263823091983795;zlodei
Даль скрылась в мутных тучах, ветер взвизгивал, касаясь земли, заметал следы и выл протяжно, грустно.;"Дурипэ гарадяпэ дро тучи, балвал пхурдыя пиро пхув и зачюрдыя шпэры; ёй рундя протяжнэс и мэнькаса.";0.4229709506034851;zlodei
Встречные люди и лошади появлялись пред глазами и исчезали, точно камни в воде.;Встречна мануша и грая екхатыр хасёнас ангил якха, хасёнас сыр бара дро паны.;0.6618134379386902;zlodei
"Ванюшка закрывал глаза и шёл, качаясь, средь шороха и грустных песен вьюги; в бёдрах у него ломило, ступни отяжелели, он сердито думал о матери: . «Сидит там, а я вот — иди!»";"Ванюшка гыя, закэри якха машкир вьюгакирэ гиля; дро пашварэ лэстэ пхагирдя, ґэра ачлэ пхарэ и ёв холямэс думискирдя вашэ дакэ: — Бэшлы одой, а мэ окэ — джя!";0.7607389092445374;zlodei
А потом так устал, что ему уже и не думалось ни о чём, только хотелось скорее придти в город, отдохнуть в тепле, попить чаю.;А отэнчя адякэ кхиныя, со лэскхэ и на думискирдяпэ ни ваш со, только камьяпэ сыгыдыр тэ явэс дро форо, тэ откхинёс дро татыпэ, тэ попьес драб.;0.7060133218765259;zlodei
Согнувши спину, наклонив голову, он шёл, не замечая ничего вокруг себя до поры, пока ни услыхал в шуме вьюги унылый рёв фабричного гудка.;Збандякири думо, и шэро, ёв гыя, надыкхи ни прэ со пашыл пэстэ жыко одова, сыр ушундя дрэ вьюгакиро танго годлыпэ, адава фабрикакиро гудко.;0.6484156250953674;zlodei
Он остановился и, выпрямившись, глубоко вздохнул.;Ёв тэрдыя и, розбандёви, хор дыя ґондя.;0.7260416150093079;zlodei
А потом вытащил из кармана деньги, три двугривенника, и сунул их в рот, за щёку, чтобы они звоном своим не соблазняли городских людей.;А отэнчя вытырдыя кисыкатыр о ловэ трин бишытка ґаспря, чёдя лэн дро муй, палэ чям, собы лэнгиро кунякирибэ тэ на ушунэн форитка мануша.;0.6752043962478638;zlodei
Сквозь серый полог снега город был похож на тяжёлую тучу, осевшую к земле.;Пирдал серо ивитко полого форо здэлас прэ пхари тучя, сави пасия прэ пхув.;0.5642513036727905;zlodei
Ванюшка снял шапку, перекрестился и сказал про себя: «Вот и дошёл!»;Ванюшка злыя стады чёдя прэ псикэ трушыл и подумискирдя дрэ годы: — Окэ и догыём.;0.683564305305481;zlodei
II Когда он вошёл в трактир, — густой, влажный воздух коснулся его лица и, точно тёплая, сырая тряпка, стёр со щёк колющее ощущение холода.;II Коли ёв вгыя дро пибнытко, — ґэнсто фано обдыя лэскиро муй и сыр таты, кинды шмата, скхостя чямьеныр зорало мразо.;0.7701937556266785;zlodei
"Сизый едкий дым колыхался под низким сводчатым потолком и щипал глаза; запах водки, табаку и горелого масла щипал в носу; шум и гул в трактире был какой-то мутный, матовый, и от этого голова у Ванюшки приятно закружилась.";"Сизо дандарыпнытко тхув куниндяпэ пиро штуба и росхая о якха; бравинтакиро кхандыпэ, кирко и хачкирдо дзэд гыя дро накх; годлыпнастыр дро пибнытко Ванюшкастэ шукир крэнцындяпэ дро шэро.";0.7495021820068359;zlodei
Медленно пробираясь между столов, он искал себе местечка и не находил.;Насыго гыи машкир скаминда, ёв родыя пэскэ штэто и на дыкхья.;0.6993919014930725;zlodei
"Всюду сидели краснорожие извозчики, испитые, полуголые мастеровые; золоторотцы, одетые в лохмотья, пытливо и угрюмо оглядывали Ивана воровскими глазами.";"Пало сарэ скаминда сыс бэшлэ лолэмуитка шолярья, матэ, бокхалэ бутитка; матымарья обрискирдэ, фрэнто и холямэс обдыкхнэ Ванюшкас чёраханэ якхэнца.";0.5181581974029541;zlodei
Один из них, высокий, худой, с рыжими усами, подмигнул Ивану и сказал, протягивая руку: — Здорово, пентюх!;Екх лэндыр учё, шуко рыжонэ вэнсэнца полыджия якхаса Иваноскэ и пхэндя протырдыи васт. — Яв джидо, пентюхо.;0.612287163734436;zlodei
Иди сюда!;Джя адарик!;0.6364375948905945;zlodei
Ванюшка откачнулся от него и задел плечом какую-то маленькую, круглую девицу.;Ванюшка отухтя лэстыр, нэ псикэса мэладя савья-то тыкнэ, крэнглонэ ракля.;0.5953062772750854;zlodei
Лицо у неё было ярко румяное и чёрные брови велики, как усы.;Лакиро муй сыс дрэван лоло и калэ брови барэ, сыр вэнцы.;0.7237323522567749;zlodei
— Тише ты, облом! — крикнула она сиплым голосом.;— Ту, Обломо! — задыя годла ёй.;0.6696528196334839;zlodei
В переднем углу трактира, под лампадкой, горевшей у образа, за столом сидел только один человек, Ванюшка подошёл к нему. — Можно присесть?;Дрэ англатуно вэнгло, тэлэ лампадка, сави хачия паш дэвлэстэ, пало скаминд бэшло сыс только екх мануш, Ванюшка подгыя кэ ёв. — Могискирава тэ прибэшав?;0.7916826605796814;zlodei
— Валяй!;— Бэш!;0.9459645748138428;zlodei
Кузин уселся на стул, расстегнул ворот кафтана и сказал: — А-яй, много народу!;Кузино бэстя, роскэрдя кафтаноскири мэн и пхэндя: — Дрэван бут мануша!;0.6547315716743469;zlodei
— Эдакое место не бывает пусто.;— Адасаво штэто, сыр тэ на явэн манушэнгэ.;0.5981941819190979;zlodei
Из деревни?;Гавэстыр?;0.6195113658905029;zlodei
- Да...;— Гавэстыр...;0.7184973955154419;zlodei
— Работать?;— Тэ бутякирэс?;0.7572572231292725;zlodei
— Надо бы...;— Трэби.;0.6706185340881348;zlodei
— Плохи тут дела!;— На лаче адай рэнды.;0.42336881160736084;zlodei
— Ну?;— Нэ?;0.9755048155784607;zlodei
— Верно.;— Чячё.;0.8688234686851501;zlodei
Третью неделю живу...;Трито курко дживава...;0.7937654852867126;zlodei
— Нет работы?;— Нанэ буты?;0.7004601359367371;zlodei
— То есть — хоть помирай!;— Адякэ, со лэ тэ мэр!;0.7792827486991882;zlodei
Мимо стола быстро мелькнул половой.;Мамуй скаминд сыгэс прогыя подыбнаскиро.;0.43842360377311707;zlodei
— Чайку бы мне? — крикнул ему Ванюшка и стал рассматривать своего собеседника.;— Драборо бы мангэ! — задыя лэскэ годла Ванюшка и лыя тэ роздыкхэл пэскирэ роспхэныбнытконэс.;0.8140716552734375;zlodei
Это был парень лет двадцати пяти, одетый в засаленную, рваную женскую кофту на вате.;Адава сыс раклоро биштэ пандже бэршэнгиро, уридо дрэ замакхлы розрискирды джювлитко кофта.;0.586769163608551;zlodei
Высокий и худой, он низко нагнулся над столом, точно прятал от людей своё лицо, глубоко изрытое оспой, без усов и без бровей.;Учё и шуко, ёв збандия ангил скаминд, хай гарадя манушэндыр пэскиро муй, саво хор зрандло сыс оспаса бивэнцэнгиро и бровенгиро.;0.5714026689529419;zlodei
Порою, быстрым и сильным движением шеи, он вскидывал стриженую голову и беспокойно, как бы догадываясь о чём-то, смотрел на Кузина большими серыми глазами.;Пораса ёв ґаздэлас о шэро и дыкхэлас прэ Кузиностэ барэ серонэ якхэнца.;0.4705628454685211;zlodei
А когда он заметил, что и Ванюшка упорно рассматривает его, то улыбнулся тонкими губами и вполголоса сказал: — Пальто было — проел, шапку — проел!;А коли ёв удыкхья, со Ванюшка тожэ лэс роздыкхэла, то засандяпэ санэ уштэнца и дрэ паш глос пхэндя: — Постын сыс — прохаём, стады — прохаём.;0.8745875954627991;zlodei
Вот сапоги остались...;Окэ тыраха ячнэпэ...;0.7814108729362488;zlodei
Он высунул из-под стола длинную ногу в крепком кожаном сапоге и добавил: — Тоже скоро продам, — променяю!;Ёв вытходя тэлэ скаминдэстыр длэнго ґэрой дрэ зоралы тырах и пхэндя: — Сыго бикнава и адава, аль пропарувава!;0.7382685542106628;zlodei
Ванюшке стало жалко его и больно за себя.;Ванюшкаскэ ачья танго лэс и дукхано пал пэстэ...;0.6469919085502625;zlodei
— А может, как-нибудь... — сказал он. — Где там!;— А может, сыр наяви..... — пхэндя ёв. — Кай одой!;0.8564844727516174;zlodei
Тут нашего брата — как жёлтых листьев осенью.;Адай амарэ пшалэс — сыр листы осеняса.;0.5944309830665588;zlodei
Гляди — сколько народу!;Дыкх кицы мануша.;0.04866763949394226;zlodei
И все есть хотят.;И сарэ тэ хан камэн.;0.8282899856567383;zlodei
— Попьём чайку вместе? — предложил ему Ванюшка.;Попьяса драб кхэтанэ? — пхэндя лэскэ Ванюшка.;0.7605111598968506;zlodei
— Спасибо! Покорно благодарим...;— Наиста тукэ!..;0.6521160006523132;zlodei
Я напился!;Мэ пиём.;0.6701562404632568;zlodei
А... вот кабы по стаканчику?;А... окэ коли бы стэклыца?;0.861061692237854;zlodei
И он тяжело вздохнул.;И ёв пхарэс дыя ґондя.;0.774203896522522;zlodei
Ванюшка пощупал языком деньги во рту, подумал, поманил пальцем полового и важно приказал ему: — Собери-ка полбутылочки, — на двоих!;Ванюшка попробиндя чибаса ловэ дрэ муй, подумискирдя, покхардя ангуштэса подыибнаскирэс и припхэндя лэскэ фрэнтэс: — Скэдэ-ка паш стэклыца, — прэ дуендэ!;0.8509051203727722;zlodei
Рябой радостно улыбнулся, но не сказал ни слова.;Раклэскиро муй розгыяпэ дро сабэ, нэ ёв ничи на пхэндя.;0.5978599786758423;zlodei
— Где ночуешь? — спросил Ванюшка.;— Кай ратькирэса? — пучья Ванюшка.;0.8700251579284668;zlodei
— Тут, недалеко, — по три копейки.;— Адай, надур — по трин ґаспря.;0.8279845118522644;zlodei
А ты?;А ту?;0.9849150776863098;zlodei
— Да я только сейчас пришёл.;— Мэ только со явьём.;0.7887319326400757;zlodei
— Чего же — будем вместе ночевать!;— Со жэ — ласа кхэтанэ тэ ратькирас.;0.44559577107429504;zlodei
— Айда!;— Шукир!;0.9254136681556702;zlodei
— Вот и ладно. Тебя как звать-то?;— Тут сыр кхэрна?;0.30791059136390686;zlodei
— Иваном...;— Ивано...;0.9918185472488403;zlodei
Кузин.;Кузино.;0.9611828923225403;zlodei
— А меня — Салакин, Еремей...;— А ман — Салакино, Еремеё...;0.9703715443611145;zlodei
Они замолчали и, улыбаясь, посмотрели друг на друга.;Ёнэ ачлэ штыл и подыкхлэ екх прэ екхэстэ сабнаса про муй.;0.5413587689399719;zlodei
А когда половой принёс водку и Ванюшка налил рюмку Салакину, тот привстал, взял рюмку и, протягивая её Кузину, сказал: — Ну, выпьем, в знак сошествия нашей дружбы!;А коли подыибнаскиро яндя бравинта и Ванюшка тходя мусэр бравинтаса Салакиноскэ, одова приуштя, лыя мусэр, и протырдыи ла Кузиноскэ, пхэндя: — Нэ, выпьяса, ваш одова, со сгыямпэ!;0.894080400466919;zlodei
Ванюшке очень понравились эти слова. Он молодецки опрокинул рюмку в рот, крякнул и радостно проговорил: — Вдвоём-то лучше!;Ванюшкаскэ дрэван покамлэпэ адалэ лава, ёв муршканэс екхатыр выпия бравинта, крякиндя и пхэндя: — Дуй джинэнгэ фэдыдыр!;0.7322423458099365;zlodei
— Ка-ак можно!;— Сыр жэ!;0.8097760677337646;zlodei
— Я всего первый раз в город работать вышел.;— Мэ пэрво моло явыём дрэ форо тэ бутякирав.;0.794220507144928;zlodei
Так, по делам, — бывал, а жить — первый раз, — говорил Ванюшка, наливая по второй.;Адякэ пиро рэнды — сомас, а тэ дживав — пэрво моло,— ракирдя Ванюшка, чёви вавир мусэр.;0.6855952739715576;zlodei
— Я тоже.;— И мэ адякэ.;0.8086265325546265;zlodei
До этого всё в поместьях работал.;Жыко адава пиро филатина бутякирдём.;0.38422220945358276;zlodei
Да вот с приказчиком поругался, он меня и турнул.;Тэ окэ припхэныбнытконэса покостёмпэ, ёв ман и вытрадыя.;0.7593884468078613;zlodei
Собака рыжая!;Рыжо джюкэл...;0.5032044649124146;zlodei
— А у меня отец умер недавно.;— А мандэ дад мыя наґара.;0.8290750980377197;zlodei
Теперь я — сам большой!..;Акана мэ — кокоро баро.;0.3346083164215088;zlodei
Рядом с ними за столом сидели два ломовых извозчика, оба выпачканные чем-то белым.;Пашыл лэндэ пало скаминд сыс бэшлэ дуй ломова шолярья. Сарэ дуй вымакхнэ соса-то парнэса.;0.6452792286872864;zlodei
Они громко спорили, причем один из них — огромный и старый, — ударяя по столу кулаком, кричал: — Так, значит, его и надо!;Ёнэ шундлэс ракирдэ, екх лэндыр — баро и пхуро мари пиро скаминд вастэса, дыя годла: — Адякэ лэскэ и трэбинэ!;0.7044253349304199;zlodei
— За что? — спрашивал другой, чернобородый, со шрамом на лбу.;— Палсо? — пучья вавир калэ чёрэнца, рубцоса про чекат.;0.6480161547660828;zlodei
— А за то, — он понимай!;— А пал одова — джин.;0.5285977721214294;zlodei
Какой он работник был?;Саво ёв бутяри сыс?;0.7198250889778137;zlodei
Работники, — они, значит, тесто, хлеб богу!;Бутярья — ёнэ тясто, маро дэвлэскэ.;0.34732577204704285;zlodei
А прочие, которые, значит, неспособные к делу, — они, напримерно, осевки, отруби!;А ваврэ, савэ на джинэн рэндо — ёнэ осевки, отруби.;0.6381517052650452;zlodei
Скотам на корм, — одно, значит, ихнее назначение...;Гурувненгэ про чяраибэ и только.;-0.018164288252592087;zlodei
— Все одинаково жалости достойны, — сказал чернобородый.;— Сарэн трэби тэ потангискирэс, — пхэндя калэчёрэнца.;0.6746576428413391;zlodei
Салакин прислушался к спору и сказал: — Неверно.;Салакино пришундяпэ ко ракирибэ и пхэндя: — Нанэ чячё.;0.8927448987960815;zlodei
— Насчёт чего?;— Со?;0.8701560497283936;zlodei
— Жалости.;— Ваш тангипэ.;0.7858808636665344;zlodei
Взять хоть бы меня: приказчик Матвей Иваныч — враг мой!;Тэ лэс ваш сыкаибэ ман: — Припхэныбнаскиро Матвеё Ивановичё — миро ворого!;0.7274349331855774;zlodei
Он меня за что рассчитал?;Ёв ман палсо розгиндя?;0.6801048517227173;zlodei
Я два года работал, — всё как быть надо!;Мэ дуй бэрш бутякирдём, — саро сыс шукар.;0.5645883679389954;zlodei
Вдруг он взъелся на меня, будто я стряпуху Марью... и всё такое.;Екхатыр всхаяпэ прэ мандэ, пало одова, со, хай мэ Марья бутярня... и саро адасаво...;0.7432031631469727;zlodei
И будто вожжи — тоже я...;И хай цунгля тожэ мэ...;0.8216221928596497;zlodei
Вожжи — они пропали!;Цунгля — ёнэ хасинэ!;0.784824788570404;zlodei
Ищи!;Родэ!;0.8305274844169617;zlodei
Вдруг он меня — ступай!;Ёв ман екхатыр — джя!...;0.6864293813705444;zlodei
Как так?;Сыр адякэ?;0.8789874911308289;zlodei
Я ему не нужен, а самому себе я очень даже нужен!;Мэ лэскэ на трэбинэ а кокоро пэскэ мэ дрэван трэбинэ!;0.9124453067779541;zlodei
Мне жить надо!;Мангэ тэ дживав трэбинэ.;0.5190308690071106;zlodei
И вот, — могу я его жалеть, приказчика?;И окэ могискирава мэ лэс тэ тангискирав, э припхэныбнаскирэс?;0.7288379073143005;zlodei
Салакин помолчал и с глубоким убеждением выговорил: — Я могу только себя жалеть и больше — никого!;Салакино на екхатыр, а набут промэки выракирдя: — Мэ могискирава только пэс тэ тангискирав и бутыдыр — никонэс!;0.8505704998970032;zlodei
— Конечно-о, — сказал Ванюшка.;— Адякэ и трэбинэ, — пхэндя Ванюшка.;0.833732008934021;zlodei
После третьей рюмки они оба облокотились на стол, — лицо к лицу, возбуждённые водкой и шумом.;Выпии трито мусэр сарэ дуйджинэ змэклэ вастэнца про скаминд — муй ко муй.;0.6112861633300781;zlodei
И Салакин длинно, бессвязно и горячо начал рассказывать Ванюшке о своей жизни.;И Салакино длэнгэс лыя тэ роспхэнэл Ванюшкаскэ ваш пэскиро джиибэ.;0.7707126140594482;zlodei
— Я — подкидыш! — говорил он. — Терплю мою жизнь за грех матери...;— Мэ — подчюрдыно, — ракирдя ёв. — Пирилыджява пиро джиибэ палэ дакирэ грэхи.;0.7245311737060547;zlodei
Ванюшка смотрел на рябое, возбуждённое лицо друга, утвердительно кивал ему головой, и от этого голова у него сильно кружилась.;Ванюшка дыкхья прэ рандло мато муй, куниндя лэскэ шэрэса и адалэстыр дрэ лэскиро шэро дрэвн крэнцындяпэ.;0.6917328834533691;zlodei
- Ваня!;— Вано!;0.9538331031799316;zlodei
Требуй ещё полбутылочки!;Манг инкэ паш стэклыца.;-0.009649588726460934;zlodei
Всё едино! — крикнул Салакин, отчаянно махнув рукой.;Уса екх. — задыя годла Салакино.;0.7492270469665527;zlodei
Ванюшка ответил: — М-могу...;Ванюшка пхэндя. — М-могискирава...;0.7206487655639648;zlodei
III Когда Ванюшка проснулся, он увидал себя лежащим на нарах в полутёмном подвале со сводчатым потолком, так же изрытым ямами, как лицо Салакина.;ІІІ Коли Ванюшка просутяпэ ёв удыкхья пэс пашлэса про пхаля дро кало подвало сводчятонэ потолкоса, адякэ жэ розганадо колбаненца, сыр э Салакиноскиро муй.;0.9068175554275513;zlodei
Он пошевелил языком во рту — денег не было, а была только жгучая, горькая слюна.;Ёв пошэвелиндя чибаса дро муй — ловэ на сыс, а сыс только хачкирдэ киркэ саля.;0.8322923183441162;zlodei
Ванюшка глубоко вздохнул и оглянулся.;Ванюшка хор дыя ґондя и обдыкхьяпэ.;0.7772761583328247;zlodei
Весь подвал был уставлен низенькими нарами, и на них лежали, точно кучи грязи, оборванные, тёмные люди.;Саро подвало сыс утходо набарэ нарэнца, а прэ лэндэ пашлэ сыс, сыр блата, обрискирдэ, калэ мануша.;0.7054411768913269;zlodei
Одни из них проснулись и, тяжело двигаясь, сползали на кирпичный пол, другие ещё спали.;Екх лэндыр уштлэ и пхарэс зджянас нарэндыр про баруно пато, ваврэ инкэ сыс сутэ.;0.49914276599884033;zlodei
"Негромкий, но густой говор сливался с храпом спящих; где-то плескали водой. Растрёпанные фигуры людей в сером сумраке раннего утра были похожи на обрывки осенних туч.";На дрэван зорало, нэ гэнсто ракирибэ шундяпэ кхэтанэ манушэнгирэ храпоса, кай-то мордэпэ панеса.;0.5028119087219238;zlodei
— Проснулся?;— Устян?;0.8970183730125427;zlodei
Рядом с Ванюшкой стоял Салакин.;Пашыл Ванюшкастэ тэрдо сыс Салакино.;0.900441586971283;zlodei
